time,pressure,altitude,velocity,acc_x,acc_y,acc_z,acc_tot
-2.960,98.7082,-0.322,0.000,29.706,1.601,4.025,30.020
-2.940,98.7089,-0.399,0.000,29.884,1.779,4.277,30.241
-2.920,98.7089,-0.052,0.000,29.350,1.957,4.528,29.762
-2.900,98.7082,0.329,0.000,29.706,1.957,4.528,30.113
-2.880,98.7093,-0.376,0.000,29.884,1.423,4.528,30.259
-2.860,98.7119,-1.034,0.000,29.884,1.423,4.277,30.222
-2.840,98.7110,-0.960,0.000,30.062,1.601,4.277,30.407
-2.820,98.7093,-0.879,0.000,29.528,2.135,4.025,29.878
-2.800,98.7104,-0.911,0.000,29.706,1.957,4.277,30.076
-2.780,98.7090,-0.595,0.000,30.240,1.779,4.528,30.629
-2.760,98.7076,0.298,0.000,29.528,2.135,4.528,29.950
-2.740,98.7104,0.708,0.000,29.706,1.957,4.277,30.076
-2.720,98.7033,1.150,0.000,29.528,1.423,4.528,29.907
-2.700,98.7103,1.350,0.000,29.706,1.957,4.780,30.152
-2.680,98.7094,1.227,0.000,30.418,1.601,4.780,30.833
-2.660,98.7054,1.703,0.000,29.706,1.601,4.277,30.055
-2.640,98.7087,1.481,0.000,30.062,1.957,4.528,30.464
-2.620,98.7110,0.921,0.000,30.062,1.957,4.780,30.502
-2.600,98.7087,0.853,0.000,30.240,1.779,4.277,30.593
-2.580,98.7114,0.433,0.000,30.062,1.957,4.528,30.464
-2.560,98.7083,0.552,0.000,29.528,1.779,4.528,29.926
-2.540,98.7103,-0.028,0.000,29.706,1.601,4.780,30.131
-2.520,98.7113,-0.630,0.000,29.706,1.957,4.528,30.113
-2.500,98.7087,-0.815,0.000,29.528,1.779,4.277,29.889
-2.480,98.7071,-0.669,0.000,29.884,1.779,4.277,30.241
-2.460,98.7050,-0.323,0.000,29.528,1.779,4.780,29.966
-2.440,98.7142,-1.212,0.000,30.062,1.601,4.528,30.443
-2.420,98.7083,-0.670,0.000,29.706,1.957,4.277,30.076
-2.400,98.7111,-0.816,0.000,28.995,1.601,4.277,29.352
-2.380,98.7114,-0.691,0.000,29.350,1.957,4.025,29.690
-2.360,98.7096,-0.718,0.000,29.884,1.779,4.025,30.206
-2.340,98.7121,-0.917,0.000,29.706,1.601,4.025,30.020
-2.320,98.7101,-0.524,0.000,29.173,1.779,3.773,29.469
-2.300,98.7078,-0.358,0.000,28.995,1.957,4.277,29.374
-2.280,98.7067,0.399,0.000,29.350,1.601,4.277,29.704
-2.260,98.7116,0.135,0.000,28.995,1.957,4.025,29.338
-2.240,98.7119,0.073,0.000,29.528,1.779,4.780,29.966
-2.220,98.7083,0.201,0.000,28.995,1.601,4.277,29.352
-2.200,98.7099,0.291,0.000,30.240,1.779,4.528,30.629
-2.180,98.7064,0.641,0.000,30.062,1.957,4.025,30.393
-2.160,98.7105,0.857,0.000,29.706,1.957,4.780,30.152
-2.140,98.7125,0.473,0.000,29.884,1.779,5.283,30.400
-2.120,98.7058,0.901,0.000,29.528,1.779,5.031,30.007
-2.100,98.7125,0.178,0.000,30.240,1.779,4.025,30.558
-2.080,98.7129,-0.350,0.000,29.528,2.135,3.773,29.845
-2.060,98.7078,-0.132,0.000,29.706,1.957,4.780,30.152
-2.040,98.7062,0.089,0.000,29.528,1.779,4.277,29.889
-2.020,98.7137,-0.199,0.000,30.062,1.957,4.528,30.464
-2.000,98.7111,-0.364,0.000,29.173,2.135,5.031,29.680
-1.980,98.7119,-0.255,0.000,30.062,1.957,4.780,30.502
-1.960,98.7110,-0.097,0.000,29.706,2.312,4.528,30.138
-1.940,98.7129,-0.291,0.000,29.884,1.779,5.031,30.357
-1.920,98.7079,-0.348,0.000,29.173,1.779,4.528,29.575
-1.900,98.7082,-0.107,0.000,30.062,1.957,4.277,30.428
-1.880,98.7100,-0.201,0.000,29.706,1.957,4.528,30.113
-1.860,98.7093,-0.243,0.000,29.706,1.957,4.528,30.113
-1.840,98.7099,-0.288,0.000,29.350,1.601,4.780,29.780
-1.820,98.7079,-0.200,0.000,29.350,1.601,4.277,29.704
-1.800,98.7089,0.269,0.000,30.240,1.779,4.277,30.593
-1.780,98.7131,0.181,0.000,29.350,1.601,5.031,29.822
-1.760,98.7068,0.782,0.000,29.884,1.423,4.528,30.259
-1.740,98.7079,1.227,0.000,29.528,1.423,3.773,29.802
-1.720,98.7108,1.082,0.000,29.528,1.423,4.528,29.907
-1.700,98.7062,1.089,0.000,30.418,1.957,4.277,30.779
-1.680,98.7096,0.836,0.000,29.884,2.135,4.277,30.264
-1.660,98.7089,0.530,0.000,29.173,1.779,4.277,29.538
-1.640,98.7115,-0.014,0.000,30.774,1.601,4.780,31.184
-1.620,98.7068,0.161,0.000,29.528,2.135,5.283,30.073
-1.600,98.7087,0.158,0.000,30.774,1.957,4.025,31.097
-1.580,98.7121,-0.181,0.000,29.528,2.135,4.528,29.950
-1.560,98.7087,0.197,0.000,29.884,1.779,4.528,30.278
-1.540,98.7067,0.605,0.000,27.750,2.135,4.780,28.239
-1.520,98.7090,0.399,0.000,29.706,1.957,4.277,30.076
-1.500,98.7115,0.058,0.000,30.062,1.601,4.025,30.372
-1.480,98.7097,-0.093,0.000,30.240,1.779,4.780,30.667
-1.460,98.7125,-0.785,0.000,29.350,1.601,4.277,29.704
-1.440,98.7115,-1.156,0.000,29.706,1.601,4.780,30.131
-1.420,98.7105,-0.609,0.000,29.706,1.601,4.528,30.092
-1.400,98.7115,-0.934,0.000,28.995,1.957,5.031,29.493
-1.380,98.7151,-0.816,0.000,30.240,1.779,4.025,30.558
-1.360,98.7040,0.089,0.000,30.240,1.423,5.031,30.689
-1.340,98.7119,-0.086,0.000,29.528,1.779,4.528,29.926
-1.320,98.7062,0.156,0.000,29.350,2.312,4.528,29.788
-1.300,98.7089,0.461,0.000,29.706,1.957,4.780,30.152
-1.280,98.7090,0.674,0.000,29.706,1.957,4.277,30.076
-1.260,98.7078,0.503,0.000,29.706,1.957,4.780,30.152
-1.240,98.7089,0.247,0.000,29.706,2.312,4.528,30.138
-1.220,98.7065,0.521,0.000,29.350,1.601,4.277,29.704
-1.200,98.7115,0.460,0.000,29.350,2.312,4.277,29.750
-1.180,98.7118,0.030,0.000,28.817,1.423,4.528,29.205
-1.160,98.7110,-0.064,0.000,30.418,1.245,3.773,30.676
-1.140,98.7081,-0.117,0.000,30.240,1.779,4.277,30.593
-1.120,98.7065,0.014,0.000,30.240,1.423,4.277,30.574
-1.100,98.7093,-0.597,0.000,30.240,1.779,4.528,30.629
-1.080,98.7073,0.134,0.000,29.884,1.423,3.773,30.155
-1.060,98.7060,0.786,0.000,29.173,1.779,4.277,29.538
-1.040,98.7121,0.578,0.000,29.884,1.423,4.780,30.297
-1.020,98.7103,0.293,0.000,30.240,1.779,6.037,30.888
-1.000,98.7094,0.309,0.000,30.240,1.423,4.277,30.574
-0.980,98.7090,0.557,0.000,29.350,1.245,3.773,29.618
-0.960,98.7090,0.554,0.000,29.350,2.668,5.786,30.034
-0.940,98.7101,0.533,0.000,28.995,1.245,7.547,29.987
-0.920,98.7057,0.797,0.000,30.774,0.889,4.528,31.118
-0.900,98.7113,0.480,0.000,31.307,2.135,5.283,31.821
-0.880,98.7082,0.402,0.000,30.240,2.135,4.277,30.615
-0.860,98.7107,-0.009,0.000,29.173,1.779,3.270,29.409
-0.840,98.7043,0.103,0.000,27.394,1.423,2.516,27.546
-0.820,98.7094,0.231,0.000,30.951,2.490,4.025,31.311
-0.800,98.7121,-0.563,0.000,29.528,1.779,4.025,29.854
-0.780,98.7087,-0.260,0.000,28.639,3.024,5.283,29.279
-0.760,98.7094,-0.067,0.000,30.418,2.668,4.277,30.833
-0.740,98.7093,0.054,0.000,30.240,2.135,4.528,30.651
-0.720,98.7119,-0.113,0.000,29.350,1.957,4.277,29.725
-0.700,98.7046,0.307,0.000,29.528,1.779,5.031,30.007
-0.680,98.7084,0.160,0.000,29.528,1.779,4.780,29.966
-0.660,98.7079,0.452,0.000,29.706,1.601,4.277,30.055
-0.640,98.7103,0.077,0.000,28.817,2.135,5.786,29.469
-0.620,98.7055,0.708,0.000,30.240,2.135,4.025,30.581
-0.600,98.7099,0.957,0.000,14.408,-17.255,-9.559,24.427
-0.580,98.7083,0.788,0.000,28.817,0.712,7.044,29.674
-0.560,98.7125,0.348,0.000,30.596,1.423,1.006,30.645
-0.540,98.7097,0.390,0.000,32.019,0.000,3.019,32.161
-0.520,98.7089,0.812,0.000,30.774,1.601,4.025,31.077
-0.500,98.7103,0.549,0.000,28.283,1.601,5.786,28.913
-0.480,98.7073,0.576,0.000,30.240,0.000,2.013,30.307
-0.460,98.7093,0.533,0.000,30.240,1.067,4.277,30.559
-0.440,98.7100,-0.018,0.000,29.528,1.779,5.786,30.142
-0.420,98.7107,-0.177,0.000,30.062,1.601,3.270,30.282
-0.400,98.7087,0.315,0.000,29.350,3.024,5.283,29.975
-0.380,98.7089,0.825,0.000,31.307,0.712,3.270,31.486
-0.360,98.7093,0.759,0.000,30.062,1.601,6.792,30.861
-0.340,98.7113,0.443,0.000,30.951,2.846,7.044,31.870
-0.320,98.7097,0.076,0.000,29.350,1.245,3.522,29.587
-0.300,98.7126,-0.399,0.000,30.062,2.668,4.780,30.556
-0.280,98.7107,-0.689,0.000,30.774,-1.601,0.000,30.815
-0.260,98.7119,-0.571,0.000,35.221,4.981,8.050,36.470
-0.240,98.7072,-0.074,0.000,38.956,3.736,9.559,40.285
-0.220,98.7093,-0.152,0.000,27.216,-3.024,5.534,27.937
-0.200,98.7060,0.157,0.000,27.038,1.423,3.270,27.272
-0.180,98.7099,0.395,0.000,28.461,4.981,8.050,29.994
-0.160,98.7110,0.361,0.000,29.884,-1.779,6.289,30.590
-0.140,98.7051,0.678,0.000,31.663,2.490,5.283,32.197
-0.120,98.7082,0.372,0.000,28.995,1.957,3.019,29.217
-0.100,98.7105,-0.125,0.000,28.461,-0.356,5.534,28.996
-0.080,98.7086,0.011,0.000,32.019,1.779,5.031,32.460
-0.060,98.7061,0.082,0.000,29.706,1.245,1.258,29.759
-0.040,98.7100,-0.113,0.000,30.951,2.490,4.528,31.380
-0.020,98.7062,0.234,0.000,29.173,-0.356,5.031,29.605
-0.000,98.7111,-0.049,0.000,29.173,0.356,4.528,29.524
0.020,98.7089,-0.111,0.000,31.129,3.024,2.264,31.358
0.040,98.7099,-0.139,0.000,28.995,-0.889,4.277,29.322
0.060,98.7093,-0.099,0.000,29.884,0.712,6.037,30.496
0.080,98.7097,0.124,0.000,49.629,5.159,-4.277,50.079
0.100,98.7100,-0.534,14.010,728.247,0.000,80.752,700.510
0.120,98.6392,6.633,28.049,728.247,0.000,-92.827,701.939
0.140,98.7051,8.309,39.542,585.764,-142.483,69.431,574.629
0.160,98.6800,9.578,50.540,554.101,-174.146,-38.992,549.930
0.180,98.6822,10.206,60.923,439.723,-288.524,-165.528,519.164
0.200,98.6663,11.759,72.615,316.807,-411.440,-332.817,584.579
0.220,98.6944,9.809,82.514,445.593,-281.586,4.025,494.925
0.240,98.6806,9.840,93.481,553.923,-173.612,-8.050,548.349
0.260,98.6721,10.794,103.184,487.040,-173.612,-17.861,485.166
0.280,98.6624,12.359,112.985,486.684,-188.199,-21.634,490.053
0.300,98.6467,15.024,122.580,477.612,-183.396,-19.119,479.769
0.320,98.6362,18.474,131.988,473.165,-168.276,-20.377,470.410
0.340,98.6206,21.892,141.309,471.564,-159.560,-19.622,466.014
0.360,98.6049,25.966,150.558,468.184,-158.670,-17.609,462.454
0.380,98.6004,29.552,159.670,460.535,-159.916,-17.106,455.610
0.400,98.5830,33.424,168.777,458.934,-163.295,-20.880,455.368
0.420,98.5694,37.935,177.717,449.685,-164.363,-19.622,446.983
0.440,98.5508,42.943,186.543,443.103,-165.608,-20.628,441.289
0.460,98.5323,48.487,195.193,437.944,-154.401,-17.861,432.509
0.480,98.5163,53.615,203.812,437.411,-151.733,-13.333,430.973
0.500,98.4973,59.423,212.269,428.161,-153.156,-16.855,422.841
0.520,98.4767,65.454,220.720,429.762,-147.997,-13.333,422.527
0.540,98.4560,71.613,228.888,416.065,-144.262,-14.339,408.399
0.560,98.4383,77.513,237.134,419.089,-146.930,-18.867,412.300
0.580,98.4128,83.983,245.251,411.084,-149.954,-20.880,405.878
0.600,98.3904,90.524,253.386,414.820,-142.305,-18.112,406.724
0.620,98.3771,96.125,261.459,411.084,-143.550,-19.370,403.658
0.640,98.3627,101.076,269.432,406.637,-140.882,-20.880,398.657
0.660,98.3236,108.107,277.359,403.080,-144.796,-15.094,396.364
0.680,98.2917,116.010,284.996,391.162,-135.012,-14.087,381.846
0.700,98.2747,122.994,292.442,381.378,-134.478,-9.308,372.300
0.720,98.2607,128.885,299.805,377.465,-132.700,-13.333,368.133
0.740,98.2422,134.375,307.361,386.359,-135.902,-18.867,377.798
0.760,98.2139,140.599,314.772,381.912,-127.541,-9.811,370.565
0.780,98.1925,146.676,322.225,379.777,-139.993,-8.805,372.653
0.800,98.1849,149.068,329.473,374.974,-121.671,-16.855,362.380
0.820,98.1821,150.739,336.602,365.369,-131.988,-11.069,356.436
0.840,98.1794,152.339,343.637,360.566,-129.676,-24.905,351.784
0.860,98.1784,154.706,350.572,357.364,-125.051,-15.094,346.712
0.880,98.1730,158.074,357.672,362.700,-135.012,-13.333,355.044
0.900,98.1774,159.150,364.556,352.028,-131.454,-21.383,344.179
0.920,98.1755,162.871,371.119,340.999,-116.157,-9.559,328.167
0.940,98.1627,162.921,377.837,349.181,-114.734,-19.622,335.871
0.960,98.1454,163.541,384.118,325.701,-116.868,-12.327,314.053
0.980,98.1374,164.860,390.559,335.129,-114.200,-11.823,322.050
1.000,98.1288,165.634,396.960,331.927,-117.758,-7.295,320.072
1.020,98.1246,165.340,403.095,319.120,-113.488,-12.075,306.714
1.040,98.1216,166.775,409.229,318.052,-114.200,-26.163,306.744
1.060,98.1100,166.479,415.251,311.115,-118.647,-13.836,301.058
1.080,98.1123,167.968,421.402,319.653,-114.734,-10.063,307.569
1.100,98.1062,167.977,427.219,305.600,-104.239,-9.559,290.831
1.120,98.1095,168.436,433.064,304.355,-111.532,-14.339,292.264
1.140,98.1048,170.089,438.649,294.038,-102.282,-10.063,279.282
1.160,98.0857,173.205,444.237,294.928,-99.614,-13.081,279.371
1.180,98.0674,175.605,449.831,294.750,-100.859,-15.094,279.694
1.200,98.0506,176.078,455.505,303.110,-88.941,-4.025,283.715
1.220,98.0302,182.835,460.726,279.986,-85.739,-15.848,261.048
1.240,98.0127,189.565,466.268,286.211,-116.868,-10.314,277.124
1.260,97.9923,196.443,471.415,270.914,-100.503,-18.112,257.322
1.280,97.9729,203.320,476.581,275.005,-92.854,-11.572,258.288
1.300,97.9514,210.310,481.520,265.933,-83.426,-15.597,246.948
1.320,97.9372,216.791,486.637,272.159,-93.210,-14.842,255.860
1.340,97.9194,223.073,491.486,261.664,-83.426,-4.780,242.483
1.360,97.8968,229.523,496.449,261.664,-99.436,-15.345,248.141
1.380,97.8800,235.642,501.380,265.933,-82.359,-13.584,246.525
1.400,97.8621,241.537,506.006,249.212,-80.225,-29.936,231.312
1.420,97.8420,247.390,510.520,247.789,-69.552,-16.352,225.684
1.440,97.8220,253.182,515.095,242.630,-91.431,-29.684,228.780
1.460,97.8073,258.503,519.559,236.760,-94.811,-12.830,223.161
1.480,97.7847,264.021,523.882,226.443,-97.657,-29.433,216.154
1.500,97.7597,269.883,528.279,233.736,-90.720,-25.911,219.860
1.520,97.7389,275.713,532.430,225.198,-77.556,-27.672,207.581
1.540,97.7177,281.541,536.469,219.328,-78.446,-23.647,201.932
1.560,97.7008,287.036,540.327,210.612,-72.576,-32.200,192.881
1.580,97.6852,292.139,544.140,209.722,-74.177,-13.836,190.684
1.600,97.6896,293.854,548.050,214.347,-65.638,-39.747,195.469
1.620,97.6879,294.642,551.502,194.425,-58.879,-26.163,172.622
1.640,97.6864,295.189,554.977,193.535,-65.105,-26.917,173.759
1.660,97.6761,296.284,558.565,194.780,-74.532,-35.722,179.390
1.680,97.6682,297.512,562.158,195.492,-65.638,-48.552,179.655
1.700,97.6603,297.775,565.569,186.420,-77.201,-19.873,170.549
1.720,97.6534,297.907,569.069,192.290,-66.706,-38.741,174.986
1.740,97.6530,298.557,572.276,181.617,-49.629,-40.250,160.330
1.760,97.6588,298.535,575.357,172.545,-54.788,-43.772,154.051
1.780,97.6558,298.958,578.049,159.560,-40.379,-27.169,134.617
1.800,97.6225,299.029,580.574,147.997,-49.451,-27.672,126.275
1.820,97.5791,299.749,583.178,148.887,-57.812,-29.433,130.206
1.840,97.5704,299.656,585.287,126.830,-48.562,-22.138,105.401
1.860,97.5681,300.403,587.179,116.512,-47.139,-17.106,94.646
1.880,97.5559,302.639,589.041,111.887,-56.033,-6.289,93.092
1.900,97.5132,304.634,590.554,94.455,-43.581,-28.427,75.638
1.920,97.5099,304.201,591.914,92.854,-24.903,-28.175,67.979
1.940,97.4964,305.146,592.913,74.710,-21.346,-26.666,49.948
1.960,97.4907,305.471,593.869,64.215,-21.168,-42.766,47.804
1.980,97.4925,306.179,594.505,60.835,-15.654,-12.327,31.815
2.000,97.4896,306.956,595.131,54.432,-17.077,-27.923,31.315
2.020,97.4852,307.422,595.693,46.071,-26.504,-28.427,28.075
2.040,97.4728,307.759,596.134,45.004,-16.543,-25.408,22.064
2.060,97.4706,307.912,596.325,26.860,1.601,-31.948,9.570
2.080,97.4652,308.711,596.442,13.697,-1.245,-35.470,5.843
2.100,97.4623,308.909,595.798,0.000,3.558,-44.527,-32.200
2.120,97.4603,309.565,595.934,8.538,-2.135,-37.986,6.792
2.140,97.4857,310.767,596.014,15.476,9.072,-31.445,4.002
2.160,97.4765,311.767,594.367,-8.005,4.447,-49.306,-82.349
2.180,97.4766,311.466,593.118,-1.067,-9.606,-28.678,-62.463
2.200,97.4760,312.583,591.667,-9.961,-9.250,-37.986,-72.545
2.220,97.4720,313.360,590.218,-13.875,-8.894,-36.728,-72.456
2.240,97.4671,313.154,588.740,-5.692,-4.981,-41.005,-73.896
2.260,97.4610,314.543,587.057,-41.802,15.476,-26.666,-84.142
2.280,97.4397,317.320,584.590,-41.269,-11.384,-80.500,-123.375
2.300,97.4255,318.631,583.025,-33.086,4.269,-31.697,-78.217
2.320,97.4117,319.163,581.232,-40.023,29.350,-28.930,-89.648
2.340,97.4034,321.889,579.494,-39.312,5.159,-37.734,-86.935
2.360,97.3939,344.420,577.881,-36.999,6.048,-30.691,-80.650
2.380,97.3856,368.863,576.265,-41.624,6.759,-24.150,-80.795
2.400,97.2925,395.103,574.620,-43.581,8.360,-23.144,-82.248
2.420,97.2126,421.655,572.918,-44.470,-6.404,-27.923,-85.099
2.440,97.1638,445.883,571.045,-50.696,7.293,-33.961,-93.654
2.460,97.1123,468.149,569.353,-43.759,7.115,-27.923,-84.594
2.480,97.0590,488.749,567.452,-43.047,-0.356,-45.784,-95.044
2.500,97.0272,506.167,565.868,-37.177,-1.957,-28.678,-79.194
2.520,96.9773,522.206,563.842,-50.163,10.673,-46.287,-101.285
2.540,96.9495,535.335,561.901,-59.590,15.120,-20.628,-97.047
2.560,96.9362,544.880,559.860,-46.249,-2.135,-52.325,-102.067
2.580,96.9187,551.741,557.976,-52.119,16.187,-29.433,-94.206
2.600,96.8526,560.154,556.176,-49.095,2.135,-30.439,-90.005
2.620,96.7875,569.915,554.138,-56.388,8.716,-39.998,-101.881
2.640,96.7359,579.881,552.232,-51.230,2.846,-36.728,-95.300
2.660,96.6926,589.466,550.261,-52.297,10.317,-39.495,-98.542
2.680,96.6491,598.830,548.343,-48.562,4.803,-41.005,-95.939
2.700,96.6171,607.204,546.550,-50.518,6.759,-26.414,-89.606
2.720,96.5741,615.678,544.603,-51.586,2.490,-39.747,-97.370
2.740,96.5250,624.803,542.718,-49.985,7.649,-35.973,-94.257
2.760,96.4768,634.498,540.821,-49.273,8.360,-37.734,-94.823
2.780,96.4257,644.985,538.926,-51.941,15.654,-31.194,-94.778
2.800,96.3693,656.616,537.155,-47.672,11.740,-27.672,-88.558
2.820,96.2991,670.345,535.265,-55.321,10.495,-26.666,-94.503
2.840,96.2264,686.088,533.549,-47.139,7.293,-24.402,-85.779
2.860,96.1695,702.330,531.658,-52.297,6.048,-33.458,-94.578
2.880,96.1188,718.506,529.887,-47.316,10.673,-28.678,-88.549
2.900,96.0688,734.548,528.056,-48.917,14.764,-30.188,-91.548
2.920,96.0130,750.907,526.152,-51.408,6.937,-35.722,-95.184
2.940,95.9623,767.123,524.262,-52.653,6.048,-32.703,-94.477
2.960,95.9121,783.156,522.403,-49.985,4.803,-34.213,-92.962
2.980,95.8625,798.951,520.651,-45.716,9.072,-29.936,-87.593
3.000,95.8258,813.533,518.875,-44.648,22.947,-26.163,-88.808
3.020,95.7861,827.297,517.001,-47.139,7.649,-38.741,-93.693
3.040,95.7360,841.170,515.274,-41.802,17.966,-29.433,-86.389
3.060,95.6630,856.916,513.699,-43.047,-1.423,-17.609,-78.732
3.080,95.6233,871.673,511.871,-43.047,8.538,-39.747,-91.410
3.100,95.5805,885.802,510.156,-48.384,7.471,-21.634,-85.724
3.120,95.5306,899.956,508.331,-46.427,4.803,-36.225,-91.283
3.140,95.5042,912.297,506.505,-42.336,4.269,-41.005,-91.293
3.160,95.4659,924.029,504.727,-44.293,15.120,-31.948,-88.867
3.180,95.4234,935.595,503.050,-39.134,18.144,-28.427,-83.860
3.200,95.3733,947.638,501.341,-41.624,1.779,-33.206,-85.477
3.220,95.3192,960.422,499.596,-48.206,5.870,-25.911,-87.242
3.240,95.2780,972.854,497.945,-38.778,2.846,-31.948,-82.524
3.260,95.2390,984.829,496.252,-41.091,7.649,-31.697,-84.656
3.280,95.1805,997.951,494.583,-36.466,6.226,-35.470,-83.451
3.300,95.1528,1009.666,492.835,-48.384,9.961,-24.653,-87.409
3.320,95.1023,1021.973,491.133,-42.692,12.452,-28.678,-85.116
3.340,95.0389,1035.814,489.422,-41.446,6.582,-32.955,-85.559
