time,pressure,altitude,velocity,acc_x,acc_y,acc_z,acc_tot
16.300,96.8894,1404.828,-15.245,-71.508,-1.423,-9.559,72.159
16.320,96.8924,1404.334,-15.216,-17.077,-11.740,11.823,23.859
16.340,96.8969,1403.597,-15.168,1.779,-23.480,20.880,31.471
16.360,96.8954,1403.122,-15.202,-59.412,-3.558,7.798,60.028
16.380,96.8949,1402.803,-15.261,-37.177,-11.562,24.150,45.815
16.400,96.9010,1402.102,-15.334,-35.043,-25.081,-3.270,43.218
16.420,96.8959,1401.942,-15.384,-19.567,-19.211,9.308,28.958
16.440,96.8974,1401.734,-15.401,10.851,-8.360,7.547,15.639
16.460,96.9015,1401.287,-15.426,-9.961,-37.711,25.156,46.413
16.480,96.8989,1401.150,-15.443,-20.278,-23.480,13.081,33.670
16.500,96.9045,1400.645,-15.483,-70.975,-12.985,-2.767,72.206
16.520,96.9020,1400.455,-15.497,-61.369,-56.744,-23.395,86.795
16.540,96.9096,1399.751,-15.533,-13.875,-11.740,13.584,22.691
16.560,96.9044,1399.591,-15.589,-3.558,3.202,16.100,16.796
16.580,96.9045,1399.497,-15.587,22.769,-19.923,38.237,48.759
16.600,96.9029,1399.582,-15.608,-32.197,-40.023,18.867,54.722
16.620,96.9075,1399.346,-15.626,-22.235,-1.957,43.017,48.464
16.640,96.9090,1399.062,-15.582,-22.947,19.389,8.050,31.101
16.660,96.9125,1398.589,-15.574,-62.436,13.341,1.761,63.870
16.680,96.9136,1398.142,-15.613,-20.634,12.096,-11.069,26.355
16.700,96.9196,1397.336,-15.691,49.273,-28.995,42.011,70.947
16.720,96.9130,1397.198,-15.755,31.307,-10.317,57.356,66.154
16.740,96.9115,1397.241,-15.808,-18.144,11.740,-24.653,32.784
16.760,96.9135,1397.161,-15.938,-25.615,-0.356,7.295,26.636
16.780,96.9191,1396.703,-15.961,34.865,-1.779,74.463,82.240
16.800,96.9130,1396.817,-16.002,-5.336,-12.807,-15.848,21.064
16.820,96.9125,1396.991,-16.049,0.889,-9.783,-11.320,14.989
16.840,96.9099,1397.366,-16.140,-9.783,-17.966,-17.861,27.157
16.860,96.9125,1397.513,-16.221,-19.923,-28.105,-18.364,39.039
16.880,96.9140,1397.538,-16.270,-30.062,-20.101,-3.270,36.311
16.900,96.9165,1397.384,-16.347,-4.981,-25.971,13.081,29.503
16.920,96.9180,1397.150,-16.363,-29.350,-9.783,-4.780,31.305
16.940,96.9211,1396.724,-16.414,-54.610,-11.918,-20.628,59.580
16.960,96.9231,1396.225,-16.480,-43.225,-17.610,-7.547,47.281
16.980,96.9246,1395.701,-16.513,-34.509,-28.105,1.006,44.517
17.000,96.9241,1395.312,-16.557,-24.726,-31.841,-2.013,40.364
17.020,96.9231,1395.081,-16.593,-19.211,-23.480,0.252,30.339
17.040,96.9276,1394.558,-16.664,-33.975,-24.370,-11.823,43.451
17.060,96.9337,1393.674,-16.666,-116.690,-9.250,-57.105,130.243
17.080,96.9306,1393.186,-16.699,-15.654,6.759,0.000,17.051
17.100,96.9352,1392.459,-16.739,-52.831,9.428,12.830,55.178
17.120,96.9332,1392.033,-16.721,-38.956,-15.476,26.414,49.546
17.140,96.9301,1391.948,-16.718,-39.668,-40.023,5.283,56.598
17.160,96.9336,1391.650,-16.687,-17.432,-20.990,1.509,27.327
17.180,96.9397,1390.974,-16.632,-14.942,-6.048,4.025,16.615
17.200,96.9367,1390.677,-16.639,-15.831,-3.024,-7.295,17.692
17.220,96.9412,1390.123,-16.660,-24.903,2.135,-3.019,25.176
17.240,96.9432,1389.544,-16.718,-9.072,-1.957,-4.780,10.439
17.260,96.9437,1389.063,-16.751,-50.874,-1.423,-0.252,50.895
17.280,96.9468,1388.474,-16.693,-20.990,4.981,8.050,23.026
17.300,96.9468,1388.027,-16.713,13.341,11.207,57.356,59.944
17.320,96.9442,1387.902,-16.755,-83.426,-10.139,-17.106,85.764
17.340,96.9437,1387.892,-16.795,78.802,-136.079,65.658,170.406
17.360,96.9518,1387.315,-16.928,-9.428,-2.668,-9.056,13.342
17.380,96.9518,1386.870,-16.990,-6.937,1.601,-14.339,16.009
17.400,96.9578,1386.081,-17.112,-49.451,2.490,-30.439,58.122
17.420,96.9553,1385.658,-17.251,-27.927,-0.534,-2.516,28.046
17.440,96.9558,1385.316,-17.310,-24.014,-2.668,11.320,26.682
17.460,96.9558,1385.083,-17.366,-12.274,-3.024,14.339,19.115
17.480,96.9583,1384.745,-17.460,30.418,137.502,386.148,411.026
17.500,96.9608,1384.326,-17.479,-72.931,34.865,36.728,88.789
17.520,96.9599,1384.091,-17.559,-15.298,-10.317,-2.013,18.561
17.540,96.9608,1383.867,-17.560,-20.101,-7.649,-2.264,21.626
17.560,96.9639,1383.494,-17.618,-106.195,206.520,10.314,232.453
17.580,96.9659,1383.069,-17.643,-3.024,-0.534,13.836,14.173
17.600,96.9639,1382.911,-17.658,-102.460,146.930,35.219,182.556
17.620,96.9674,1382.555,-17.648,-24.726,25.437,17.358,39.493
17.640,96.9664,1382.374,-17.684,-30.418,3.024,9.559,32.028
17.660,96.9668,1382.231,-17.718,-26.860,-3.380,9.056,28.547
17.680,96.9755,1381.481,-17.710,-27.216,-9.428,3.270,28.988
17.700,96.9740,1381.003,-17.735,-25.437,-18.678,7.295,32.390
17.720,96.9734,1380.680,-17.779,-27.572,-18.678,10.817,35.015
17.740,96.9765,1380.217,-17.824,-31.841,-17.610,12.578,38.499
17.760,96.9816,1379.479,-17.832,-32.730,-8.538,-5.283,34.236
17.780,96.9749,1379.405,-17.841,-32.730,-8.894,-10.063,35.378
17.800,96.9789,1379.083,-17.900,25.793,-97.657,11.069,101.610
17.820,96.9805,1378.733,-17.860,-9.428,-19.745,-27.169,34.884
17.840,96.9820,1378.368,-17.732,-33.797,-1.423,-15.848,37.356
17.860,96.9825,1378.064,-17.639,-26.149,-19.745,-9.811,34.203
17.880,96.9820,1377.891,-17.574,-11.207,-20.812,7.295,24.738
17.900,96.9845,1377.589,-17.547,5.692,-45.538,-12.578,47.585
17.920,96.9840,1377.414,-17.503,-22.413,-24.903,-11.320,35.365
17.940,96.9860,1377.151,-17.483,-21.168,1.601,3.270,21.479
17.960,96.9886,1376.771,-17.479,-28.283,-25.437,-6.541,38.597
17.980,96.9890,1376.453,-17.467,-0.712,-82.181,-45.281,93.833
18.000,96.9896,1376.179,-17.462,-30.774,-15.831,-21.131,40.548
18.020,96.9930,1375.720,-17.453,-27.394,-20.634,10.314,35.813
18.040,96.9935,1375.328,-17.402,-29.706,-25.081,7.295,39.557
18.060,96.9925,1375.110,-17.413,-41.624,-22.769,-8.553,48.210
18.080,96.9910,1375.079,-17.469,-25.437,-10.495,-4.780,27.929
18.100,96.9966,1374.661,-17.480,-33.442,-9.606,14.087,37.538
18.120,96.9925,1374.658,-17.498,-18.144,-7.471,9.308,21.718
18.140,96.9966,1374.375,-17.508,-18.144,-6.048,10.314,21.729
18.160,96.9941,1374.362,-17.476,-25.437,-6.582,3.773,26.544
18.180,96.9961,1374.228,-17.463,-35.932,-7.471,4.277,36.949
18.200,96.9956,1374.184,-17.497,-38.067,-12.452,1.509,40.080
18.220,96.9970,1374.063,-17.508,-29.173,-19.923,-1.006,35.341
18.240,97.0052,1373.358,-17.528,-20.101,-22.591,0.755,30.248
18.260,97.0072,1372.630,-17.547,-19.745,-24.370,-1.761,31.414
18.280,96.9996,1372.626,-17.516,-32.019,-27.394,-3.773,42.307
18.300,97.0066,1372.110,-17.536,-43.225,-22.947,-4.277,49.125
18.320,97.0107,1371.391,-17.578,-40.379,-18.678,-5.786,44.864
18.340,97.0097,1370.893,-17.585,-39.134,-20.278,-5.534,44.422
18.360,97.0188,1369.807,-17.590,-28.461,-21.346,-2.767,35.684
18.380,97.0142,1369.282,-17.599,-33.442,-25.615,-4.780,42.395
18.400,97.0244,1368.103,-17.638,-37.355,-26.682,-3.019,46.005
18.420,97.0228,1367.275,-17.698,-43.759,-26.326,-2.516,51.130
18.440,97.0208,1366.785,-17.712,-43.047,-26.682,-0.755,50.652
18.460,97.0213,1366.400,-17.735,-38.067,-20.634,-1.258,43.318
18.480,97.0243,1365.905,-17.762,-32.019,-12.807,4.025,34.719
18.500,97.0202,1365.865,-17.750,-32.374,-9.606,5.786,34.261
18.520,97.0243,1365.584,-17.756,-26.682,-7.827,9.559,29.404
18.540,97.0197,1365.759,-17.712,-26.860,-9.072,10.063,30.084
18.560,97.0212,1365.851,-17.703,-26.504,-10.851,12.830,31.382
18.580,97.0248,1365.709,-17.733,-27.216,-11.918,12.830,32.363
18.600,97.0258,1365.561,-17.729,-26.326,-11.029,12.830,31.294
18.620,97.0268,1365.399,-17.679,-35.043,-8.716,13.584,38.581
18.640,97.0303,1365.032,-17.660,-34.153,-7.471,13.081,37.328
18.660,97.0308,1364.723,-17.599,-23.125,-8.538,8.553,26.092
18.680,97.0247,1364.967,-17.564,-12.274,-6.226,10.063,17.049
18.700,97.0298,1364.821,-17.573,-5.514,-3.024,3.522,7.208
18.720,97.0283,1364.843,-17.575,-4.269,1.067,6.037,7.471
18.740,97.0374,1364.191,-17.566,-18.500,3.558,10.817,21.723
18.760,97.0368,1363.708,-17.578,-54.965,1.957,7.295,55.482
18.780,97.0374,1363.285,-17.613,-42.514,1.957,7.295,43.179
18.800,97.0404,1362.723,-17.577,-43.759,-59.768,-5.534,74.281
18.820,97.0368,1362.552,-17.554,-35.754,-33.975,-44.275,66.279
18.840,97.0293,1363.022,-17.525,-38.422,-29.528,-23.395,53.810
18.860,97.0384,1362.756,-17.506,-54.965,-28.995,-23.647,66.491
18.880,97.0419,1362.287,-17.497,-51.941,-21.702,-42.263,70.392
18.900,97.0475,1361.483,-17.471,-59.235,-16.543,-30.942,68.846
18.920,97.0454,1360.986,-17.476,-50.340,-7.293,-4.780,51.090
18.940,97.0495,1360.287,-17.452,-28.639,-5.870,3.522,29.446
18.960,97.0510,1359.617,-17.412,-19.033,-11.562,3.270,22.509
18.980,97.0505,1359.126,-17.420,-17.432,-17.077,0.252,24.404
19.000,97.0524,1358.606,-17.427,-13.163,-29.528,-7.295,33.142
19.020,97.0550,1358.010,-17.386,-7.827,-30.240,8.805,32.454
19.040,97.0535,1357.671,-17.365,-27.394,-29.884,24.150,47.188
19.060,97.0590,1357.011,-17.367,-0.356,-30.951,3.773,31.183
19.080,97.0610,1356.346,-17.345,-122.383,110.287,49.809,172.109
19.100,97.0611,1355.832,-17.282,-6.582,2.312,2.516,7.416
19.120,97.0599,1355.542,-17.282,-23.125,34.509,54.841,68.798
19.140,97.0636,1355.073,-17.249,-8.716,3.380,7.547,12.015
19.160,97.0641,1354.696,-17.233,-23.125,-3.913,12.578,26.613
19.180,97.0655,1354.320,-17.192,-38.245,-39.312,10.817,55.902
19.200,97.0676,1353.902,-17.191,-7.649,10.851,194.206,194.659
19.220,97.0706,1353.371,-17.152,-91.075,-65.816,-75.217,135.219
19.240,97.0696,1353.053,-17.111,-10.317,0.356,9.308,13.900
19.260,97.0700,1352.808,-17.117,-4.803,-1.245,35.722,36.065
19.280,97.0660,1352.969,-17.136,-11.562,-7.649,25.156,28.723
19.300,97.0715,1352.731,-17.074,-25.971,1.067,32.955,41.972
19.320,97.0766,1352.186,-17.055,-37.889,-21.168,28.930,52.159
19.340,97.0777,1351.691,-17.048,-33.442,-31.307,21.634,50.661
19.360,97.0807,1351.082,-17.042,-27.038,-33.086,-5.283,43.054
19.380,97.0756,1351.006,-17.109,-13.163,-19.211,23.395,33.010
19.400,97.0817,1350.525,-17.067,-0.712,-9.250,27.923,29.424
19.420,97.0806,1350.244,-17.154,0.889,-14.408,23.647,27.705
19.440,97.0801,1350.089,-17.208,-6.048,-20.634,23.647,31.961
19.460,97.0832,1349.770,-17.235,-17.610,-14.053,22.138,31.586
19.480,97.0862,1349.311,-17.271,-24.370,-18.678,19.873,36.574
19.500,97.0816,1349.314,-17.353,-26.149,-22.235,18.867,39.168
19.520,97.0837,1349.202,-17.352,-25.437,-16.187,23.144,38.009
19.540,97.0811,1349.344,-17.294,-16.009,-8.894,26.414,32.142
19.560,97.0867,1349.068,-17.184,-3.558,3.913,31.445,31.887
19.580,97.0908,1348.551,-17.082,-8.894,2.490,28.678,30.129
19.600,97.0872,1348.419,-17.037,-19.923,-2.846,27.672,34.216
19.620,97.0862,1348.416,-17.006,-25.793,-10.139,23.898,36.595
19.640,97.0886,1348.255,-16.993,-20.101,-13.341,24.150,34.136
19.660,97.0871,1348.259,-16.971,-26.504,-20.101,20.628,39.141
19.680,97.0922,1347.898,-16.981,-12.630,-39.312,23.898,47.708
19.700,97.0912,1347.694,-16.918,-29.528,-16.721,12.830,36.278
19.720,97.0942,1347.312,-16.898,-22.413,-14.586,22.389,34.877
19.740,97.0957,1346.895,-16.898,-16.187,-10.139,23.395,30.202
19.760,97.0977,1346.410,-16.927,-13.341,-6.937,24.905,29.092
19.780,97.0977,1346.026,-16.885,-12.985,-4.803,24.150,27.837
19.800,97.0982,1345.690,-16.886,-16.009,-8.894,21.131,27.963
19.820,97.0982,1345.436,-16.939,-25.437,-18.678,16.855,35.777
19.840,97.0983,1345.250,-16.944,-39.845,-30.596,6.037,50.598
19.860,97.1003,1344.968,-16.810,-47.494,-32.908,11.069,58.832
19.880,97.1033,1344.528,-16.785,-41.624,-23.125,10.817,48.830
19.900,97.1043,1344.111,-16.730,-28.461,-14.942,16.100,35.951
19.920,97.1078,1343.517,-16.776,-15.654,-9.250,19.370,26.567
19.940,97.1073,1343.088,-16.736,-9.606,-7.115,18.112,21.702
19.960,97.1058,1342.878,-16.742,-16.721,-17.432,19.873,31.280
19.980,97.1113,1342.313,-16.762,-17.077,-19.923,17.106,31.323
20.000,97.1133,1341.720,-16.791,-21.879,-15.476,22.641,35.083
20.020,97.1093,1341.570,-16.778,-25.615,-9.961,26.414,38.119
20.040,97.1108,1341.375,-16.812,-27.927,-5.870,27.672,39.751
20.060,97.1153,1340.902,-16.763,-26.326,-6.048,24.905,36.741
20.080,97.1158,1340.508,-16.758,-9.072,-0.178,23.144,24.859
20.100,97.1148,1340.292,-16.808,5.159,11.562,25.911,28.839
20.120,97.1194,1339.803,-16.864,-1.423,14.231,21.886,26.144
20.140,97.1219,1339.235,-16.903,-20.990,6.404,21.383,30.640
20.160,97.1224,1338.761,-16.902,-34.331,-8.005,21.383,41.230
20.180,97.1244,1338.250,-16.894,-28.995,-16.187,21.886,39.771
20.200,97.1300,1337.441,-16.917,-19.567,-23.480,22.641,38.037
20.220,97.1284,1336.922,-16.908,4.803,11.207,126.284,126.872
20.240,97.1295,1336.457,-16.955,-6.048,-7.827,14.087,17.213
20.260,97.1294,1336.121,-16.995,-8.360,0.534,23.144,24.613
20.280,97.1315,1335.737,-16.986,-6.048,-13.519,10.817,18.340
20.300,97.1320,1335.430,-16.952,-9.428,-10.139,11.823,18.207
20.320,97.1325,1335.187,-16.974,-17.077,-11.384,-7.547,21.867
20.340,97.1324,1335.037,-17.040,-34.153,-29.528,-15.094,47.605
20.360,97.1360,1334.687,-17.090,-30.062,-17.255,-1.761,34.707
20.380,97.1380,1334.286,-17.176,-8.005,1.245,-5.786,9.955
20.400,97.1320,1334.459,-17.208,-266.644,105.128,-155.214,325.949
20.420,97.1395,1334.072,-17.261,-89.830,-89.830,-42.263,133.884
20.440,97.1395,1333.789,-17.307,69.907,-64.927,41.256,103.945
20.460,97.1405,1333.512,-17.359,-23.658,-29.706,-31.948,49.627
20.480,97.1436,1333.086,-17.415,-87.696,-7.649,19.622,90.189
20.500,97.1486,1332.379,-17.497,-27.394,4.625,31.445,41.960
20.520,97.1450,1332.091,-17.542,-40.201,-15.654,16.603,46.226
20.540,97.1365,1332.549,-17.558,-19.389,-1.601,-38.237,42.902
20.560,97.1370,1332.939,-17.553,-7.293,9.072,-31.194,33.295
20.580,97.1389,1333.154,-17.523,-10.139,9.428,-29.433,32.527
20.600,97.1445,1332.935,-17.567,-41.091,-6.582,-41.005,58.422
20.620,97.1475,1332.537,-17.516,-43.759,-41.980,-4.528,60.808
20.640,97.1511,1331.948,-17.462,-9.606,-18.500,4.277,21.279
20.660,97.1491,1331.623,-17.420,-9.072,-2.312,-0.252,9.365
20.680,97.1546,1330.948,-17.388,-10.851,4.091,2.767,11.922
20.700,97.1546,1330.401,-17.381,-17.077,7.827,14.842,23.941
20.720,97.1571,1329.770,-17.358,-24.548,11.029,32.452,42.158
20.740,97.1637,1328.764,-17.311,-43.581,8.716,9.308,45.408
20.760,97.1606,1328.186,-17.240,-37.177,0.534,-11.572,38.940
20.780,97.1551,1328.167,-17.213,273.582,-277.139,31.194,390.674
20.800,97.1621,1327.656,-17.166,-0.889,-2.312,41.759,41.833
20.820,97.1677,1326.838,-17.120,-15.476,3.380,24.653,29.304
20.840,97.1682,1326.154,-17.101,-29.706,-4.447,35.722,46.672
20.860,97.1616,1326.129,-17.073,-39.134,-27.394,55.847,73.490
20.880,97.1682,1325.659,-17.049,-36.288,1.067,13.081,38.588
20.900,97.1636,1325.666,-17.051,-20.634,-11.029,18.867,30.056
20.920,97.1727,1325.026,-17.032,-21.168,-15.476,20.880,33.519
20.940,97.1667,1324.992,-16.989,-28.639,-16.899,10.566,34.891
20.960,97.1707,1324.706,-16.994,-32.019,-8.894,8.050,34.192
20.980,97.1732,1324.317,-16.935,-40.379,-5.870,16.603,44.052
21.000,97.1772,1323.725,-16.933,-40.735,-11.207,13.836,44.456
21.020,97.1727,1323.616,-16.927,-34.509,-20.278,1.761,40.065
21.040,97.1783,1323.146,-16.892,-19.923,-13.875,-13.584,27.820
21.060,97.1722,1323.261,-16.841,-46.605,-20.990,-20.125,54.933
21.080,97.1741,1323.255,-16.832,-28.283,-57.100,90.814,110.939
21.100,97.1813,1322.744,-16.799,-17.788,-1.779,-6.541,19.036
21.120,97.1842,1322.119,-16.788,-23.125,-7.827,0.755,24.425
21.140,97.1858,1321.507,-16.777,-31.663,-19.923,10.314,38.805
21.160,97.1797,1321.497,-16.788,-29.350,-19.033,11.320,36.768
21.180,97.1807,1321.455,-16.784,-26.504,-12.274,16.603,33.597
21.200,97.1853,1321.114,-16.813,2.668,-19.745,98.613,100.605
21.220,97.1817,1321.132,-16.898,7.115,-32.374,52.828,62.366
21.240,97.1878,1320.721,-16.929,-32.908,-20.812,-0.755,38.944
21.260,97.1902,1320.216,-16.978,-37.177,-11.918,10.817,40.512
21.280,97.1862,1320.127,-16.970,-13.341,-30.418,44.527,55.550
21.300,97.1898,1319.819,-16.967,-29.173,-23.125,-14.842,40.076
21.320,97.1933,1319.320,-16.987,-35.576,-8.538,7.044,37.258
21.340,97.1959,1318.732,-16.974,-30.418,-11.918,17.609,37.113
21.360,97.1953,1318.315,-16.957,-82.715,-79.869,1.258,114.989
21.380,97.1989,1317.723,-17.005,-4.269,-39.845,31.948,51.250
21.400,97.1999,1317.184,-16.983,-69.018,-36.644,-0.503,78.144
21.420,97.1988,1316.851,-16.904,-100.325,77.201,1.006,126.594
21.440,97.2013,1316.421,-16.893,-1.423,1.067,23.395,23.463
21.460,97.2049,1315.830,-16.875,10.673,-42.336,66.412,79.479
21.480,97.2049,1315.375,-16.918,-8.538,-18.500,0.755,20.389
21.500,97.2074,1314.841,-16.973,-20.990,-30.951,-15.345,40.423
21.520,97.2099,1314.245,-17.029,4.447,-45.004,-36.225,57.943
21.540,97.2069,1314.024,-17.036,-31.307,1.779,-62.891,70.275
21.560,97.2094,1313.697,-16.989,-64.215,-6.226,-10.817,65.417
21.580,97.2033,1313.935,-16.904,-56.033,-37.889,-84.525,108.258
21.600,97.2104,1313.647,-16.843,-46.249,-15.298,-222.633,227.900
21.620,97.2048,1313.875,-16.823,-6.048,-17.432,16.855,24.991
21.640,97.2079,1313.876,-16.816,-49.629,8.716,-43.269,66.417
21.660,97.2093,1313.803,-16.797,-42.158,3.024,15.848,45.140
21.680,97.2144,1313.381,-16.749,-47.850,-12.630,-0.252,49.489
21.700,97.2150,1313.015,-16.766,-25.259,-20.278,7.547,33.260
21.720,97.2165,1312.620,-16.734,-12.985,-13.697,17.106,25.472
21.740,97.2129,1312.590,-16.694,-10.317,-9.250,18.616,23.207
21.760,97.2108,1312.754,-16.800,-18.500,-11.740,12.075,25.018
21.780,97.2164,1312.494,-16.908,-43.225,-15.120,9.308,46.730
21.800,97.2164,1312.298,-16.857,-36.288,-7.471,8.553,38.023
21.820,97.2184,1312.003,-16.816,-38.600,-13.341,5.786,41.249
21.840,97.2240,1311.345,-16.824,-29.350,-17.610,6.541,34.848
21.860,97.2255,1310.700,-16.843,-4.625,-35.932,-1.761,36.271
21.880,97.2265,1310.104,-16.800,-25.971,-10.673,-3.522,28.298
21.900,97.2291,1309.432,-16.796,-30.062,-11.918,17.861,36.943
21.920,97.2280,1308.979,-16.776,-35.754,-19.745,1.258,40.863
21.940,97.2240,1308.947,-16.820,-25.259,-16.721,-1.258,30.318
21.960,97.2326,1308.303,-16.781,-21.168,-11.207,6.541,24.828
21.980,97.2290,1308.071,-16.744,-18.678,-8.360,25.156,32.428
22.000,97.2326,1307.643,-16.697,-27.216,-21.168,11.320,36.290
22.020,97.2325,1307.323,-16.685,-20.812,-7.293,-31.445,38.408
22.040,97.2356,1306.861,-16.617,-29.706,-1.245,54.589,62.161
22.060,97.2345,1306.596,-16.590,-23.480,-4.269,67.167,71.281
22.080,97.2376,1306.180,-16.472,-40.735,-15.831,9.811,44.791
22.100,97.2365,1305.952,-16.389,-36.288,-11.029,3.522,38.090
22.120,97.2426,1305.337,-16.326,-42.158,-16.543,4.277,45.489
22.140,97.2406,1305.014,-16.328,-49.095,-16.721,-2.767,51.938
22.160,97.2431,1304.592,-16.326,-43.759,-18.855,-2.767,47.729
22.180,97.2430,1304.286,-16.291,-33.264,-18.678,-0.252,38.150
22.200,97.2476,1303.726,-16.228,-31.129,-25.437,1.761,40.239
22.220,97.2512,1303.021,-16.188,-31.663,-23.480,-0.252,39.420
22.240,97.2486,1302.670,-16.091,-31.841,-16.543,3.019,36.009
22.260,97.2521,1302.153,-16.039,-16.009,-10.317,10.063,21.541
22.280,97.2476,1302.114,-16.013,-1.779,-15.654,17.861,23.816
22.300,97.2486,1302.057,-15.977,-28.639,-15.120,-2.767,32.503
22.320,97.2532,1301.701,-15.947,-15.120,-11.918,-5.534,20.032
22.340,97.2511,1301.608,-15.959,-27.216,-20.101,-5.786,34.325
22.360,97.2531,1301.418,-15.949,-24.370,-25.793,3.522,35.659
22.380,97.2597,1300.792,-15.913,-25.437,-20.101,7.798,33.345
22.400,97.2516,1300.926,-15.899,-34.509,-23.125,-6.289,42.014
22.420,97.2531,1300.964,-15.935,-48.384,-26.326,-4.780,55.289
22.440,97.2561,1300.804,-15.971,-57.812,-33.620,0.000,66.876
22.460,97.2576,1300.585,-16.029,-63.326,-40.201,0.252,75.009
22.480,97.2663,1299.769,-16.101,-43.403,-20.990,3.019,48.307
22.500,97.2673,1299.030,-16.112,-34.331,-8.716,13.584,37.936
22.520,97.2648,1298.630,-16.151,-26.149,-6.226,11.823,29.365
22.540,97.2647,1298.337,-16.205,-21.879,-4.091,9.811,24.325
22.560,97.2693,1297.778,-16.244,-25.615,-3.558,9.559,27.571
22.580,97.2667,1297.539,-16.292,-30.951,-3.913,7.547,32.098
22.600,97.2703,1297.107,-16.288,-19.389,-1.245,6.792,20.582
22.620,97.2723,1296.628,-16.314,-33.264,-0.889,7.295,34.066
22.640,97.2733,1296.189,-16.289,-40.735,1.957,13.836,43.065
22.660,97.2707,1296.062,-16.275,-16.899,-3.736,9.056,19.533
22.680,97.2717,1295.919,-16.256,-27.927,-33.264,5.534,43.784
22.700,97.2763,1295.484,-16.277,-63.148,-47.139,-1.006,78.808
22.720,97.2727,1295.434,-16.266,-52.831,-24.370,20.377,61.646
22.740,97.2717,1295.512,-16.248,3.558,-44.470,-60.878,75.475
22.760,97.2849,1294.604,-16.199,2.135,-16.721,-2.767,17.082
22.780,97.2909,1293.407,-16.125,-55.143,35.221,60.375,89.030
22.800,97.2797,1293.290,-16.107,-11.207,-20.101,-14.842,27.385
22.820,97.2762,1293.508,-16.086,-14.231,30.951,53.834,63.707
22.840,97.2788,1293.545,-16.077,-20.634,56.566,-11.069,61.221
22.860,97.2817,1293.388,-16.100,-34.687,-22.591,14.087,43.726
22.880,97.2832,1293.176,-16.073,-82.715,-48.917,6.792,96.337
22.900,97.2838,1292.988,-16.037,-34.509,-28.461,-30.691,54.248
22.920,97.2888,1292.481,-16.004,-25.793,40.735,11.320,49.525
22.940,97.2898,1292.002,-15.908,-124.695,-23.658,-56.350,138.866
22.960,97.2883,1291.749,-15.797,-30.774,-0.178,-7.547,31.686
22.980,97.2867,1291.687,-15.761,-74.177,-25.793,-28.930,83.692
23.000,97.2852,1291.788,-15.706,-52.119,19.389,-11.320,56.750
23.020,97.2878,1291.711,-15.662,-39.668,18.678,-9.811,44.929
23.040,97.2877,1291.678,-15.616,-14.586,18.855,-7.295,24.930
23.060,97.2892,1291.559,-15.540,-18.678,8.005,30.691,36.808
23.080,97.2867,1291.675,-15.475,9.072,53.187,17.861,56.834
23.100,97.2913,1291.447,-15.439,-23.658,22.235,20.628,38.466
23.120,97.2887,1291.469,-15.405,-16.187,-17.255,114.964,117.373
23.140,97.2958,1290.957,-15.457,-23.658,19.033,18.364,35.485
23.160,97.2958,1290.541,-15.431,-33.797,45.182,34.967,66.381
23.180,97.3003,1289.859,-15.417,-36.644,63.326,26.666,77.871
23.200,97.2983,1289.461,-15.425,-26.682,11.740,12.327,31.650
23.220,97.2988,1289.110,-15.461,-31.485,-2.312,5.786,32.096
23.240,97.2978,1288.919,-15.549,-28.817,-4.981,43.017,52.016
23.260,97.2993,1288.671,-15.606,-35.754,10.139,-4.780,37.470
23.280,97.3023,1288.257,-15.673,-17.966,12.985,59.872,63.844
23.300,97.3074,1287.547,-15.695,-31.663,15.298,-0.252,35.166
23.320,97.3068,1287.019,-15.689,-27.038,13.875,55.344,63.139
23.340,97.3109,1286.299,-15.708,-23.836,17.077,12.830,32.006
23.360,97.3078,1285.962,-15.719,-29.528,-6.759,-13.836,33.302
23.380,97.3074,1285.753,-15.749,-74.177,-5.514,-4.780,74.535
23.400,97.3088,1285.511,-15.814,-31.663,7.827,0.000,32.616
23.420,97.3159,1284.805,-15.801,-31.663,9.961,22.892,40.321
23.440,97.3194,1283.981,-15.789,-34.153,13.875,23.395,43.661
23.460,97.3220,1283.135,-15.753,-18.678,21.879,33.458,44.125
23.480,97.3224,1282.435,-15.724,-22.413,28.461,22.389,42.587
23.500,97.3174,1282.286,-15.731,-33.620,10.495,13.081,37.571
23.520,97.3204,1281.993,-15.722,-35.221,11.029,18.112,41.112
23.540,97.3219,1281.683,-15.700,-57.634,3.202,11.572,58.871
23.560,97.3255,1281.207,-15.718,-42.869,-1.245,6.541,43.383
23.580,97.3264,1280.786,-15.743,-36.821,3.024,10.817,38.496
23.600,97.3285,1280.329,-15.720,-26.504,17.966,33.961,46.676
23.620,97.3274,1280.081,-15.755,-26.682,23.480,26.163,44.133
23.640,97.3294,1279.773,-15.779,-31.485,12.630,17.106,37.993
23.660,97.3299,1279.526,-15.815,-34.331,3.024,9.056,35.634
23.680,97.3304,1279.335,-15.816,-17.966,3.024,4.277,18.714
23.700,97.3325,1279.065,-15.773,-17.077,9.250,10.063,21.873
23.720,97.3304,1279.049,-15.764,-54.965,38.956,-4.528,67.522
23.740,97.3304,1279.081,-15.728,-24.726,-4.091,-11.069,27.397
23.760,97.3324,1278.995,-15.765,-25.259,5.692,9.559,27.601
23.780,97.3340,1278.841,-15.816,-28.817,8.183,-6.792,30.716
23.800,97.3375,1278.476,-15.865,-9.428,-8.005,-8.302,14.895
23.820,97.3395,1278.044,-15.825,-56.211,32.019,28.427,70.660
